Filename,SGAN_score
Blind_1265470568_08:18:59.19_-22:38:07.44_DM41.98_ACCEL_0:3_1733.54ms_Cand.pfd,0.7715224012433571
Blind_1265470568_08:15:02.77_-33:54:04.62_DM42.34_ACCEL_0:2_1238.11ms_Cand.pfd,0.9901830853091597
Blind_1265470568_09:07:51.42_-17:39:34.27_DM15.74_ACCEL_0:2_401.63ms_Cand.pfd,0.9901830853091597
Blind_1265470568_08:17:19.90_-22:24:01.42_DM40.06_ACCEL_0:2_1238.20ms_Cand.pfd,0.9689877191978008
Blind_1265470568_08:37:00.96_-35:34:11.39_DM67.61_ACCEL_0:2_89.41ms_Cand.pfd,0.010943397077938908
Blind_1265470568_08:16:54.29_-33:39:50.29_DM45.52_ACCEL_0:2_2478.01ms_Cand.pfd,0.034486205759565326
Blind_1265470568_08:55:31.50_-29:11:24.49_DM41.02_ACCEL_0:3_353.77ms_Cand.pfd,0.2484007577835521
Blind_1265470568_08:18:07.38_-24:30:40.86_DM44.26_ACCEL_0:3_1238.03ms_Cand.pfd,0.9901830853091597
Blind_1265470568_08:13:11.15_-34:08:19.84_DM42.10_ACCEL_0:2_1238.11ms_Cand.pfd,0.9655934023848518
Blind_1265470568_08:18:47.10_-23:06:18.09_DM40.84_ACCEL_0:4_371.45ms_Cand.pfd,0.03824573885400362
Blind_1265470568_08:17:33.22_-33:25:36.80_DM73.88_ACCEL_0:2_166.78ms_Cand.pfd,0.9901830853091597
Blind_1265470568_08:55:33.69_-33:39:50.29_DM86.97_ACCEL_0:2_1267.54ms_Cand.pfd,0.9901830853091597
Blind_1265470568_08:16:04.04_-31:18:08.52_DM40.78_ACCEL_0:2_1238.20ms_Cand.pfd,0.9901830853091597
Blind_1265470568_08:56:12.62_-33:25:36.80_DM86.64_ACCEL_0:2_1267.54ms_Cand.pfd,0.9901830853091597
Blind_1265470568_08:57:22.59_-28:29:15.98_DM41.92_ACCEL_0:2_1238.20ms_Cand.pfd,0.9901830853091597
Blind_1265470568_08:16:09.82_-22:24:01.42_DM42.16_ACCEL_0:3_1238.20ms_Cand.pfd,0.91597247217615
Blind_1265470568_08:55:00.14_-33:25:36.80_DM86.75_ACCEL_0:2_1267.54ms_Cand.pfd,0.9901830853091597
Blind_1265470568_08:14:56.85_-34:22:35.96_DM37.24_ACCEL_0:2_1238.20ms_Cand.pfd,0.9901830853091597
Blind_1265470568_08:51:58.74_-27:19:05.45_DM40.48_ACCEL_0:2_1238.20ms_Cand.pfd,0.9901830853091597
Blind_1265470568_08:49:44.83_-23:48:30.98_DM47.98_ACCEL_0:4_111.89ms_Cand.pfd,0.010943397077938908
Blind_1265470568_08:15:47.08_-33:11:24.13_DM73.66_ACCEL_0:2_166.78ms_Cand.pfd,0.9689877191978008
Blind_1265470568_08:16:20.74_-33:25:36.80_DM40.42_ACCEL_0:2_1238.11ms_Cand.pfd,0.9901830853091597
Blind_1265470568_08:18:21.21_-24:02:34.57_DM39.58_ACCEL_0:2_1238.11ms_Cand.pfd,0.9655934023848518
Blind_1265470568_08:14:17.00_-31:04:01.83_DM47.86_ACCEL_0:2_1238.20ms_Cand.pfd,0.7520458384181441
Blind_1265470568_08:14:47.92_-31:46:23.55_DM39.46_ACCEL_0:2_1238.11ms_Cand.pfd,0.9901830853091597
Blind_1265470568_08:16:13.04_-23:34:27.06_DM42.40_ACCEL_0:2_1238.11ms_Cand.pfd,0.9901830853091597
Blind_1265470568_08:13:26.96_-32:43:01.12_DM40.00_ACCEL_0:2_1238.20ms_Cand.pfd,0.9901830853091597
Blind_1265470568_08:15:02.77_-33:54:04.62_DM73.99_ACCEL_0:2_166.78ms_Cand.pfd,0.91597247217615
Blind_1265470568_09:07:51.42_-17:39:34.27_DM15.62_ACCEL_0:6_114.75ms_Cand.pfd,0.91597247217615
Blind_1265470568_08:46:39.14_-37:44:15.87_DM48.58_ACCEL_0:3_1857.90ms_Cand.pfd,0.034486205759565326
Blind_1265470568_08:30:44.68_-29:25:27.85_DM4.48_ACCEL_0:5_663.99ms_Cand.pfd,0.010943397077938908
Blind_1265470568_09:00:35.73_-25:54:54.65_DM10.10_ACCEL_0:2_8058.02ms_Cand.pfd,0.03824573885400362
Blind_1265470568_09:24:10.65_-21:27:31.94_DM1.84_ACCEL_0:5_3726.79ms_Cand.pfd,0.010943397077938908
Blind_1265470568_08:19:55.67_-28:29:15.98_DM91.37_ACCEL_0:2_5388.13ms_Cand.pfd,0.010943397077938908
Blind_1265470568_09:02:35.93_-24:44:43.61_DM101.73_ACCEL_0:2_614.36ms_Cand.pfd,0.010943397077938908
Blind_1265470568_08:31:29.80_-21:55:47.81_DM1.06_ACCEL_0:5_3576.43ms_Cand.pfd,0.010943397077938908
Blind_1265470568_08:05:20.69_-24:02:34.57_DM9.94_ACCEL_0:2_0.66ms_Cand.pfd,0.9689877191978008
Blind_1265470568_08:42:13.82_-16:56:21.48_DM32.98_ACCEL_0:2_999.15ms_Cand.pfd,0.010943397077938908
Blind_1265470568_09:24:15.79_-20:02:28.35_DM10.52_ACCEL_0:2_6.02ms_Cand.pfd,0.9655934023848518
Blind_1265470568_08:10:27.28_-25:26:50.67_DM2.74_ACCEL_0:5_3078.93ms_Cand.pfd,0.010943397077938908
Blind_1265470568_08:35:59.16_-17:10:46.93_DM3.92_ACCEL_0:3_5733.39ms_Cand.pfd,0.010943397077938908
Blind_1265470568_09:11:09.35_-20:02:28.35_DM5.80_ACCEL_0:4_1188.92ms_Cand.pfd,0.010943397077938908
Blind_1265470568_08:00:26.93_-25:12:48.49_DM2.72_ACCEL_0:6_3619.63ms_Cand.pfd,0.034486205759565326
Blind_1265470568_08:06:45.94_-32:57:12.25_DM4.60_ACCEL_0:10_3668.86ms_Cand.pfd,0.010943397077938908
Blind_1265470568_08:07:42.83_-30:21:44.75_DM88.29_ACCEL_0:2_999.95ms_Cand.pfd,0.010943397077938908
Blind_1265470568_09:04:50.23_-25:40:52.71_DM36.28_ACCEL_0:2_815.20ms_Cand.pfd,0.010943397077938908
Blind_1265470568_08:18:45.73_-27:05:03.64_DM4.06_ACCEL_0:5_678.55ms_Cand.pfd,0.010943397077938908
Blind_1265470568_08:05:57.77_-29:39:31.54_DM9.72_ACCEL_0:4_3.08ms_Cand.pfd,0.7520458384181441
Blind_1265470568_07:59:26.03_-27:05:03.64_DM2.68_ACCEL_0:6_594.74ms_Cand.pfd,0.010943397077938908
Blind_1265470568_08:59:34.98_-24:58:46.15_DM1.24_ACCEL_0:5_3668.86ms_Cand.pfd,0.4844148164002537
Blind_1265470568_08:01:09.84_-29:11:24.49_DM9.56_ACCEL_0:4_3401.79ms_Cand.pfd,0.010943397077938908
Blind_1265470568_07:59:57.36_-29:11:24.49_DM1.54_ACCEL_0:3_1763.17ms_Cand.pfd,0.09287092066377178
Blind_1265470568_09:01:29.02_-24:16:37.85_DM35.14_ACCEL_0:2_2233.26ms_Cand.pfd,0.010943397077938908
Blind_1265470568_08:02:04.63_-23:34:27.06_DM22.16_ACCEL_0:2_473.90ms_Cand.pfd,0.010943397077938908
Blind_1265470568_08:11:29.46_-22:24:01.42_DM1.62_ACCEL_0:5_1775.08ms_Cand.pfd,0.010943397077938908
Blind_1265470568_08:00:59.45_-26:08:56.50_DM2.54_ACCEL_0:9_738.89ms_Cand.pfd,0.010943397077938908
Blind_1265470568_08:17:43.27_-19:48:15.10_DM1.84_ACCEL_0:12_1790.59ms_Cand.pfd,0.010943397077938908
Blind_1265470568_09:11:27.16_-25:26:50.67_DM1.78_ACCEL_0:5_2233.75ms_Cand.pfd,0.010943397077938908
Blind_1265470568_08:04:40.23_-30:35:49.98_DM2.98_ACCEL_0:10_1850.61ms_Cand.pfd,0.010943397077938908
Blind_1265470568_08:01:07.84_-29:39:31.54_DM1.30_ACCEL_0:8_613.62ms_Cand.pfd,0.010943397077938908
